scheme_id,fiscal_year,revised_allocation_total,revised_allocation_fpa,estimated_expenditure,throw_forward,allocation_capital,allocation_revenue,allocation_total,allocation_fpa,financial_progress_pct_prior_year,financial_progress_pct_current_year
139,2026-2027,0.030,0.000,29.910,30.497,30.497,0.000,30.497,0.000,49.5,100.0
140,2026-2027,25.000,0.000,77.041,39.593,29.593,10.000,39.593,0.000,66.1,100.0
141,2026-2027,11.468,0.000,110.174,0.992,0.992,0.000,0.992,0.000,99.1,100.0
142,2026-2027,157.846,0.000,195.300,799.806,0.000,69.866,69.866,0.000,19.6,26.6
143,2026-2027,17.500,0.000,22.000,93.113,20.000,0.000,20.000,0.000,19.1,36.5
144,2026-2027,70.000,0.000,88.000,68.250,59.460,8.790,68.250,0.000,56.3,100.0
145,2026-2027,65.250,0.000,65.250,51.245,42.455,8.790,51.245,0.000,56.0,100.0
146,2026-2027,101.519,0.000,101.519,55.661,46.872,8.790,55.662,0.000,64.6,100.0
147,2026-2027,95.309,0.000,115.308,0.001,0.001,0.000,0.001,0.000,100.0,100.0
148,2026-2027,15.000,0.000,18.739,96.374,20.000,0.000,20.000,0.000,16.3,33.7
149,2026-2027,70.000,0.000,85.000,100.230,60.000,0.000,60.000,0.000,45.9,78.3
150,2026-2027,11.250,0.000,11.859,103.254,20.000,0.000,20.000,0.000,10.3,27.7
151,2026-2027,80.000,0.000,95.000,87.948,76.370,11.578,87.948,0.000,51.9,100.0
152,2026-2027,80.000,0.000,87.415,73.151,40.000,0.000,40.000,0.000,54.4,79.4
153,2026-2027,99.525,0.000,114.525,66.235,16.000,0.000,16.000,0.000,63.4,72.2
154,2026-2027,47.666,0.000,58.901,60.096,16.000,0.000,16.000,0.000,49.5,62.9
155,2026-2027,20.000,0.000,23.734,91.379,24.000,0.000,24.000,0.000,20.6,41.5
156,2026-2027,17.500,0.000,18.311,96.802,20.000,0.000,20.000,0.000,15.9,33.3
157,2026-2027,28.342,0.000,74.341,40.772,20.000,0.000,20.000,0.000,64.6,82.0
158,2026-2027,3.750,0.000,4.414,114.583,45.000,0.000,45.000,0.000,3.7,41.5
159,2026-2027,15.000,0.000,29.999,88.998,20.000,0.000,20.000,0.000,25.2,42.0
160,2026-2027,27.000,0.000,52.000,61.760,20.000,0.000,20.000,0.000,45.7,63.3
161,2026-2027,48.118,0.000,62.782,84.570,20.000,0.000,20.000,0.000,42.6,56.2
162,2026-2027,34.947,0.000,69.940,10.051,0.001,0.000,0.001,0.000,87.4,87.4
163,2026-2027,94.525,0.000,114.525,5.475,0.001,0.000,0.001,0.000,95.4,95.4
164,2026-2027,40.685,0.000,89.102,64.348,56.615,7.733,64.348,0.000,58.1,100.0
165,2026-2027,48.075,0.000,96.148,0.001,0.001,0.000,0.001,0.000,100.0,100.0
166,2026-2027,20.000,0.000,68.380,28.383,16.000,0.000,16.000,0.000,70.7,87.2
167,2026-2027,57.314,0.000,76.419,0.001,0.001,0.000,0.001,0.000,100.0,100.0
168,2026-2027,45.000,0.000,59.751,90.234,20.000,0.000,20.000,0.000,39.8,53.2
169,2026-2027,30.000,0.000,46.351,139.700,20.000,0.000,20.000,0.000,24.9,35.7
170,2026-2027,22.500,0.000,34.454,153.683,50.000,0.000,50.000,0.000,18.3,44.9
171,2026-2027,70.000,0.000,85.000,100.430,60.000,0.000,60.000,0.000,45.8,78.2
172,2026-2027,39.928,0.000,79.852,0.001,0.001,0.000,0.001,0.000,100.0,100.0
173,2026-2027,60.000,0.000,72.160,126.849,80.000,0.000,80.000,0.000,36.3,76.5
174,2026-2027,140.000,0.000,154.999,44.733,44.733,0.000,44.733,0.000,77.6,100.0
175,2026-2027,140.000,0.000,159.996,39.700,25.700,14.000,39.700,0.000,80.1,100.0
176,2026-2027,40.000,0.000,64.999,133.759,20.000,0.000,20.000,0.000,32.7,42.8
177,2026-2027,27.000,0.000,42.000,72.325,18.825,0.000,18.825,0.000,36.7,53.2
178,2026-2027,22.404,0.000,42.403,149.271,20.000,0.000,20.000,0.000,22.1,32.6
179,2026-2027,30.000,0.000,59.991,239.973,24.000,0.000,24.000,0.000,20.0,28.0
180,2026-2027,2.500,0.000,2.500,77.175,61.526,15.649,77.175,0.000,3.1,100.0
181,2026-2027,60.000,0.000,79.999,159.746,40.000,0.000,40.000,0.000,33.4,50.1
182,2026-2027,11.200,0.000,11.200,321.989,40.000,0.000,40.000,0.000,3.4,15.4
183,2026-2027,0.000,0.000,0.000,149.620,20.000,0.000,20.000,0.000,0.0,13.4
184,2026-2027,18.750,0.000,18.750,131.250,20.000,0.000,20.000,0.000,12.5,25.8
185,2026-2027,18.750,0.000,18.750,131.188,20.000,0.000,20.000,0.000,12.5,25.8
186,2026-2027,0.000,0.000,0.000,149.894,16.000,0.000,16.000,0.000,0.0,10.7
187,2026-2027,0.000,0.000,0.000,149.939,16.000,0.000,16.000,0.000,0.0,10.7
188,2026-2027,18.750,0.000,18.750,131.250,16.000,0.000,16.000,0.000,12.5,23.2
189,2026-2027,18.750,0.000,18.750,131.250,16.000,0.000,16.000,0.000,12.5,23.2
190,2026-2027,14.000,0.000,14.000,105.947,30.000,0.000,30.000,0.000,11.7,36.7
191,2026-2027,0.000,0.000,0.000,239.883,30.000,0.000,30.000,0.000,0.0,12.5
192,2026-2027,18.750,0.000,18.750,144.590,28.000,0.000,28.000,0.000,11.5,28.6
193,2026-2027,18.750,0.000,18.750,130.685,30.000,0.000,30.000,0.000,12.5,32.6
194,2026-2027,18.750,0.000,18.750,127.542,30.000,0.000,30.000,0.000,12.8,33.3
195,2026-2027,15.000,0.000,15.000,104.954,30.000,0.000,30.000,0.000,12.5,37.5
196,2026-2027,22.500,0.000,22.500,156.992,30.000,0.000,30.000,0.000,12.5,29.2
197,2026-2027,29.784,0.000,29.784,89.353,0.000,89.353,89.353,0.000,25.0,100.0
198,2026-2027,0.000,0.000,0.000,293.730,40.000,0.000,40.000,0.000,0.0,13.6
199,2026-2027,25.000,0.000,140.222,59.688,0.001,0.000,0.001,0.000,70.1,70.1
200,2026-2027,166.202,0.000,449.872,221.196,50.000,15.000,65.000,0.000,67.0,76.7
201,2026-2027,0.000,0.000,4.950,40.050,0.000,0.001,0.001,0.000,11.0,11.0
202,2026-2027,45.000,0.000,119.419,79.073,66.573,12.500,79.073,0.000,60.2,100.0
203,2026-2027,33.750,0.000,56.128,33.384,19.944,13.440,33.384,0.000,62.7,100.0
204,2026-2027,35.251,0.000,156.652,35.034,20.034,15.000,35.034,0.000,81.7,100.0
205,2026-2027,7.500,0.000,18.657,70.594,57.154,13.440,70.594,0.000,20.9,100.0
206,2026-2027,38.410,0.000,158.410,384.136,140.000,0.000,140.000,0.000,29.2,55.0
207,2026-2027,37.500,0.000,71.096,124.845,50.000,0.000,50.000,0.000,36.3,61.8
208,2026-2027,30.000,0.000,80.761,70.030,62.867,7.163,70.030,0.000,53.6,100.0
209,2026-2027,24.813,0.000,73.431,11.500,0.000,11.500,11.500,0.000,86.5,100.0
210,2026-2027,45.000,0.000,109.356,88.734,72.062,16.672,88.734,0.000,55.2,100.0
211,2026-2027,45.000,0.000,109.132,89.171,73.606,15.565,89.171,0.000,55.0,100.0
212,2026-2027,5.000,0.000,7.319,114.609,50.000,0.000,50.000,0.000,6.0,47.0
213,2026-2027,53.544,0.000,104.254,9.339,0.000,9.339,9.339,0.000,91.8,100.0
214,2026-2027,15.000,0.000,31.374,96.040,86.040,10.000,96.040,0.000,24.6,100.0
215,2026-2027,6.250,0.000,55.132,83.260,68.260,15.000,83.260,0.000,39.8,100.0
216,2026-2027,18.447,0.000,75.400,35.953,20.953,15.000,35.953,0.000,67.7,100.0
217,2026-2027,33.721,0.000,60.832,29.191,15.751,13.440,29.191,0.000,67.6,100.0
218,2026-2027,31.377,0.000,108.877,179.927,90.000,0.000,90.000,0.000,37.7,68.9
219,2026-2027,31.116,0.000,145.116,309.769,120.000,0.000,120.000,0.000,31.9,58.3
220,2026-2027,24.339,0.000,70.924,100.353,83.726,16.627,100.353,0.000,41.4,100.0
221,2026-2027,90.000,0.000,190.000,273.759,100.000,0.000,100.000,0.000,41.0,62.5
222,2026-2027,30.000,0.000,44.097,70.891,54.891,16.000,70.891,0.000,38.3,100.0
223,2026-2027,16.210,0.000,60.833,49.340,33.340,16.000,49.340,0.000,55.2,100.0
224,2026-2027,30.000,0.000,88.245,76.117,65.875,10.242,76.117,0.000,53.7,100.0
225,2026-2027,50.000,0.000,82.795,51.469,35.469,16.000,51.469,0.000,61.7,100.0
226,2026-2027,15.000,0.000,34.388,155.346,0.000,26.455,26.455,0.000,18.1,32.1
227,2026-2027,607.354,0.000,1727.367,3957.253,304.998,150.000,454.998,0.000,30.4,38.4
228,2026-2027,7.500,0.000,7.500,92.114,25.000,0.000,25.000,0.000,7.5,32.6
229,2026-2027,7.500,0.000,7.500,91.577,25.000,0.000,25.000,0.000,7.6,32.8
230,2026-2027,22.500,0.000,22.500,87.223,25.000,0.000,25.000,0.000,20.5,43.3
231,2026-2027,38.920,0.000,83.920,47.345,39.345,8.000,47.345,0.000,63.9,100.0
232,2026-2027,22.500,0.000,22.500,66.999,25.000,0.000,25.000,0.000,25.1,53.1
233,2026-2027,22.500,0.000,22.500,66.999,30.000,0.000,30.000,0.000,25.1,58.7
234,2026-2027,22.266,0.000,51.532,20.581,13.581,7.000,20.581,0.000,71.5,100.0
235,2026-2027,30.000,0.000,34.500,55.223,42.723,12.500,55.223,0.000,38.5,100.0
236,2026-2027,18.750,0.000,18.750,128.085,40.000,0.000,40.000,0.000,12.8,40.0
237,2026-2027,25.000,0.000,30.000,67.885,55.385,12.500,67.885,0.000,30.6,100.0
238,2026-2027,25.000,0.000,30.000,67.885,55.385,12.500,67.885,0.000,30.6,100.0
239,2026-2027,18.750,0.000,18.750,78.775,66.275,12.500,78.775,0.000,19.2,100.0
240,2026-2027,18.750,0.000,18.750,80.924,68.424,12.500,80.924,0.000,18.8,100.0
241,2026-2027,25.000,0.000,30.000,67.885,55.385,12.500,67.885,0.000,30.6,100.0
242,2026-2027,80.000,0.000,180.000,18.076,0.000,18.076,18.076,0.000,90.9,100.0
243,2026-2027,8.550,0.000,8.550,140.975,30.000,0.000,30.000,0.000,5.7,25.8
244,2026-2027,243.250,0.000,243.250,369.634,110.000,25.000,135.000,0.000,39.7,61.7
245,2026-2027,49.590,0.000,49.590,49.581,49.591,0.000,49.591,0.000,50.0,100.0
246,2026-2027,12.500,0.000,12.500,87.401,33.000,0.000,33.000,0.000,12.5,45.5
247,2026-2027,12.500,0.000,12.500,87.259,35.000,0.000,35.000,0.000,12.5,47.6
248,2026-2027,12.500,0.000,12.500,81.819,25.000,0.000,25.000,0.000,13.3,39.8
249,2026-2027,18.750,0.000,18.750,131.187,35.000,0.000,35.000,0.000,12.5,35.8
250,2026-2027,13.750,0.000,13.750,95.917,50.000,0.000,50.000,0.000,12.5,58.1
251,2026-2027,19.375,0.000,19.375,127.958,20.000,0.000,20.000,0.000,13.2,26.7
252,2026-2027,51.875,0.000,51.875,363.085,20.000,0.000,20.000,0.000,12.5,17.3
253,2026-2027,12.500,0.000,12.500,36.903,36.903,0.000,36.903,0.000,25.3,100.0
254,2026-2027,27.500,0.000,27.500,82.130,30.000,0.000,30.000,0.000,25.1,52.4
255,2026-2027,12.500,0.000,12.500,86.654,30.000,0.000,30.000,0.000,12.6,42.9
256,2026-2027,32.500,0.000,32.500,96.126,35.000,0.000,35.000,0.000,25.3,52.5
257,2026-2027,22.500,0.000,22.500,152.811,25.000,0.000,25.000,0.000,12.8,27.1
258,2026-2027,30.000,0.000,30.000,29.999,29.999,0.000,29.999,0.000,50.0,100.0
259,2026-2027,0.000,0.000,0.000,100.000,10.000,0.000,10.000,0.000,0.0,10.0
260,2026-2027,0.000,0.000,0.000,90.000,10.000,0.000,10.000,0.000,0.0,11.1
261,2026-2027,0.000,0.000,0.000,100.000,10.000,0.000,10.000,0.000,0.0,10.0
262,2026-2027,0.000,0.000,1046.787,254.938,0.001,0.000,0.001,0.000,80.4,80.4
263,2026-2027,0.000,0.000,464.219,57.483,0.001,0.000,0.001,0.000,89.0,89.0
264,2026-2027,0.000,0.000,197.029,328.353,0.001,0.000,0.001,0.000,37.5,37.5
265,2026-2027,11.250,0.000,241.542,47.841,47.841,0.000,47.841,0.000,83.5,100.0
266,2026-2027,7.500,0.000,1088.230,181.807,13.479,0.000,13.479,0.000,85.7,86.7
267,2026-2027,0.000,0.000,882.457,88.920,0.001,0.000,0.001,0.000,90.8,90.8
268,2026-2027,25.000,0.000,77.498,18.270,12.754,0.000,12.754,0.000,80.9,94.2
